,Date,Org Code,Org name,A&E attendances Type 1,Attendances over 4hrs Type 1,Month,Year
251,2018-08-01,R1H,BARTS HEALTH NHS TRUST,25099,1512,08,2018
252,2018-08-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9426,415,08,2018
253,2018-08-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12200,274,08,2018
254,2018-08-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,9107,605,08,2018
255,2018-08-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9696,43,08,2018
256,2018-08-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4222,10,08,2018
257,2021-08-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6551,3640,08,2021
258,2021-08-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4635,551,08,2021
259,2021-08-01,RLQ,WYE VALLEY NHS TRUST,5481,2173,08,2021
260,2021-08-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11730,3297,08,2021
261,2021-08-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,5644,1035,08,2021
262,2021-08-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5397,1432,08,2021
263,2021-08-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8293,0,08,2021
264,2021-08-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6614,2606,08,2021
265,2021-08-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,28864,5839,08,2021
266,2021-08-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9372,991,08,2021
267,2021-08-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7161,2086,08,2021
268,2021-08-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6762,2161,08,2021
269,2021-08-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9537,3027,08,2021
270,2021-08-01,RJN,EAST CHESHIRE NHS TRUST,4193,1756,08,2021
271,2021-08-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,10784,1555,08,2021
272,2021-08-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7823,2943,08,2021
273,2021-08-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,14425,0,08,2021
274,2021-08-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7019,2923,08,2021
275,2021-08-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3749,132,08,2021
276,2021-08-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,6854,1630,08,2021
277,2021-08-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13171,8514,08,2021
278,2021-08-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6776,3204,08,2021
279,2021-08-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8290,0,08,2021
280,2021-08-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11855,2727,08,2021
281,2021-08-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4968,476,08,2021
282,2021-08-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10174,2414,08,2021
283,2021-08-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,7422,0,08,2021
284,2021-08-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,32542,15119,08,2021
285,2021-08-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,11179,3095,08,2021
286,2021-08-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8915,0,08,2021
287,2021-08-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14744,3012,08,2021
288,2021-08-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13043,5245,08,2021
289,2021-08-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,10424,3787,08,2021
290,2021-08-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9608,1539,08,2021
291,2021-08-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4500,673,08,2021
292,2021-08-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10691,4552,08,2021
293,2021-08-01,RCF,AIREDALE NHS FOUNDATION TRUST,5448,1577,08,2021
294,2021-08-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,16222,0,08,2021
295,2021-08-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,12796,5130,08,2021
296,2021-08-01,RBK,WALSALL HEALTHCARE NHS TRUST,6654,2133,08,2021
297,2021-08-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3415,0,08,2021
298,2021-08-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12518,4169,08,2021
299,2021-08-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6865,3117,08,2021
300,2021-08-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5603,2505,08,2021
301,2021-08-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8240,2726,08,2021
302,2021-08-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9616,4431,08,2021
303,2021-08-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,11082,2720,08,2021
304,2021-08-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15326,0,08,2021
305,2021-08-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,10437,1967,08,2021
306,2021-08-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,7950,0,08,2021
307,2021-08-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12607,4539,08,2021
308,2021-08-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6038,1551,08,2021
309,2021-08-01,RNZ,SALISBURY NHS FOUNDATION TRUST,4327,1236,08,2021
310,2021-08-01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7586,2901,08,2021
311,2021-08-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6565,3480,08,2021
312,2021-08-01,RVJ,NORTH BRISTOL NHS TRUST,7825,3054,08,2021
313,2021-08-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,6874,2861,08,2021
314,2021-08-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8860,3204,08,2021
315,2021-08-01,RH5,SOMERSET NHS FOUNDATION TRUST,6878,2760,08,2021
316,2021-08-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,5036,1241,08,2021
317,2021-08-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,12659,3901,08,2021
318,2021-08-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9376,1593,08,2021
319,2021-08-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12662,3495,08,2021
320,2021-08-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9204,3972,08,2021
321,2021-08-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5673,1122,08,2021
322,2021-08-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14745,4608,08,2021
323,2021-08-01,R1H,BARTS HEALTH NHS TRUST,22342,7267,08,2021
324,2021-08-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,13998,5345,08,2021
325,2021-08-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11526,5236,08,2021
326,2021-08-01,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8555,2610,08,2021
327,2021-08-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10561,4854,08,2021
328,2021-08-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8432,1207,08,2021
329,2021-08-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9741,3233,08,2021
330,2021-08-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4630,1051,08,2021
331,2021-08-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9053,4282,08,2021
332,2021-08-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20461,9490,08,2021
333,2021-08-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7796,2158,08,2021
334,2021-08-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7734,2633,08,2021
335,2021-08-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12480,3352,08,2021
336,2021-08-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11142,0,08,2021
337,2021-08-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,17787,6765,08,2021
338,2021-08-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,20348,5360,08,2021
339,2021-08-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10712,5231,08,2021
340,2021-08-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10226,2188,08,2021
341,2021-08-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,9199,2884,08,2021
342,2021-08-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9837,2760,08,2021
343,2021-08-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8058,3182,08,2021
344,2021-08-01,RKE,WHITTINGTON HEALTH NHS TRUST,8532,1715,08,2021
345,2021-08-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,28711,11338,08,2021
346,2021-08-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,15337,3127,08,2021
347,2021-08-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,9098,2140,08,2021
348,2021-08-01,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10288,5117,08,2021
349,2021-08-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,7003,0,08,2021
350,2021-08-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6571,2080,08,2021
351,2021-08-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,18055,8688,08,2021
352,2021-08-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,11637,2927,08,2021
353,2021-08-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12323,1962,08,2021
354,2021-08-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5443,2812,08,2021
355,2021-08-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,11003,4769,08,2021
356,2021-08-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,14230,6709,08,2021
357,2021-08-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,11925,2417,08,2021
358,2021-08-01,R1F,ISLE OF WIGHT NHS TRUST,3385,1036,08,2021
359,2021-08-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17308,8214,08,2021
360,2021-08-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,19135,0,08,2021
361,2021-08-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5475,1726,08,2021
362,2021-08-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8738,2709,08,2021
363,2021-08-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,16127,6717,08,2021
364,2021-08-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7259,2608,08,2021
365,2021-08-01,RMC,BOLTON NHS FOUNDATION TRUST,9629,2694,08,2021
366,2021-08-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10323,2983,08,2021
367,2021-08-01,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,8806,3776,08,2021
368,2021-08-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12030,5034,08,2021
369,2021-08-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7928,3545,08,2021
370,2021-08-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11173,6038,08,2021
371,2021-08-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,15550,0,08,2021
372,2021-08-01,RPA,MEDWAY NHS FOUNDATION TRUST,7873,2327,08,2021
373,2021-08-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,17841,0,08,2021
374,2021-08-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11640,4911,08,2021
375,2021-08-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11159,3147,08,2021
376,2021-08-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12344,5126,08,2021
377,2021-08-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8607,2529,08,2021
378,2021-08-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,17552,5832,08,2021
379,2021-08-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6787,2150,08,2021
380,2021-08-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4283,1685,08,2021
381,2021-08-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7892,2958,08,2021
382,2021-08-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15194,7452,08,2021
383,2019-08-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,4618,119,08,2019
384,2019-08-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13632,256,08,2019
385,2019-08-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5095,2,08,2019
386,2019-08-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3945,0,08,2019
387,2019-08-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,13725,895,08,2019
388,2019-08-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8719,16,08,2019
389,2019-08-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5984,290,08,2019
390,2019-08-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,7150,458,08,2019
391,2019-08-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6349,362,08,2019
392,2019-08-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7124,259,08,2019
393,2019-08-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6827,202,08,2019
394,2019-08-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8695,436,08,2019
395,2019-08-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13101,136,08,2019
396,2019-08-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8973,690,08,2019
397,2019-08-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6166,103,08,2019
398,2019-08-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,19675,247,08,2019
399,2019-08-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8150,100,08,2019
400,2019-08-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10417,249,08,2019
401,2019-08-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,13588,630,08,2019
402,2019-08-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11148,1222,08,2019
403,2019-08-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10183,1130,08,2019
404,2019-08-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7876,296,08,2019
405,2019-08-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,8075,79,08,2019
406,2019-08-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13267,337,08,2019
407,2019-08-01,RCF,AIREDALE NHS FOUNDATION TRUST,5360,62,08,2019
408,2019-08-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,7003,645,08,2019
409,2019-08-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,11991,261,08,2019
410,2019-08-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,9427,616,08,2019
411,2019-08-01,RNZ,SALISBURY NHS FOUNDATION TRUST,4329,40,08,2019
412,2019-08-01,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7108,34,08,2019
413,2019-08-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8020,508,08,2019
414,2019-08-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6299,384,08,2019
415,2019-08-01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7955,155,08,2019
416,2019-08-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9355,410,08,2019
417,2019-08-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,13674,242,08,2019
418,2019-08-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8649,605,08,2019
419,2019-08-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7437,115,08,2019
420,2019-08-01,RJN,EAST CHESHIRE NHS TRUST,4259,99,08,2019
421,2019-08-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,30888,3264,08,2019
422,2019-08-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8926,210,08,2019
423,2019-08-01,RBK,WALSALL HEALTHCARE NHS TRUST,6748,226,08,2019
424,2019-08-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6939,637,08,2019
425,2019-08-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,8537,979,08,2019
426,2019-08-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,9703,39,08,2019
427,2019-08-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9438,228,08,2019
428,2019-08-01,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8222,164,08,2019
429,2019-08-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8904,0,08,2019
430,2019-08-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9810,379,08,2019
431,2019-08-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",14697,58,08,2019
432,2019-08-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,12638,413,08,2019
433,2019-08-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,9482,143,08,2019
434,2019-08-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7407,732,08,2019
435,2019-08-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,6048,52,08,2019
436,2019-08-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4258,0,08,2019
437,2019-08-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,12574,1349,08,2019
438,2019-08-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12147,336,08,2019
439,2019-08-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9180,257,08,2019
440,2019-08-01,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,9071,377,08,2019
441,2019-08-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6352,12,08,2019
442,2019-08-01,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,5990,76,08,2019
443,2019-08-01,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,13499,138,08,2019
444,2019-08-01,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,7334,118,08,2019
445,2019-08-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,16598,209,08,2019
446,2019-08-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3938,0,08,2019
447,2019-08-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12909,338,08,2019
448,2019-08-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7792,67,08,2019
449,2019-08-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,19726,1439,08,2019
450,2019-08-01,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,8684,372,08,2019
451,2019-08-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11516,892,08,2019
452,2019-08-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12648,325,08,2019
453,2019-08-01,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10897,224,08,2019
454,2019-08-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12425,293,08,2019
455,2019-08-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11539,782,08,2019
456,2019-08-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10088,60,08,2019
457,2019-08-01,RMC,BOLTON NHS FOUNDATION TRUST,9028,349,08,2019
458,2019-08-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7336,432,08,2019
459,2019-08-01,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,6941,709,08,2019
460,2019-08-01,RVJ,NORTH BRISTOL NHS TRUST,8420,264,08,2019
461,2019-08-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8016,368,08,2019
462,2019-08-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,16875,928,08,2019
463,2019-08-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8520,460,08,2019
464,2019-08-01,RA3,WESTON AREA HEALTH NHS TRUST,4444,349,08,2019
465,2019-08-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,23226,752,08,2019
466,2019-08-01,RPA,MEDWAY NHS FOUNDATION TRUST,7897,782,08,2019
467,2019-08-01,RHU,PORTSMOUTH HOSPITALS NHS TRUST,9964,812,08,2019
468,2019-08-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6479,697,08,2019
469,2019-08-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,9902,535,08,2019
470,2019-08-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12251,354,08,2019
471,2019-08-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5367,708,08,2019
472,2019-08-01,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8840,23,08,2019
473,2019-08-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17800,0,08,2019
474,2019-08-01,R1H,BARTS HEALTH NHS TRUST,25573,1685,08,2019
475,2019-08-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,17775,311,08,2019
476,2019-08-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9208,113,08,2019
477,2019-08-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,15629,542,08,2019
478,2019-08-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,6627,33,08,2019
479,2019-08-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,10953,530,08,2019
480,2019-08-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4446,14,08,2019
481,2019-08-01,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,9504,430,08,2019
482,2019-08-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,17625,823,08,2019
483,2019-08-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9634,397,08,2019
484,2019-08-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,11870,804,08,2019
485,2019-08-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,11431,627,08,2019
486,2019-08-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7401,111,08,2019
487,2019-08-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,4449,587,08,2019
488,2019-08-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,9031,554,08,2019
489,2019-08-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8727,270,08,2019
490,2019-08-01,RC1,BEDFORD HOSPITAL NHS TRUST,6090,65,08,2019
491,2019-08-01,RKE,WHITTINGTON HEALTH NHS TRUST,8778,438,08,2019
492,2019-08-01,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,6448,40,08,2019
493,2019-08-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13859,802,08,2019
494,2019-08-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,13366,122,08,2019
495,2019-08-01,RLQ,WYE VALLEY NHS TRUST,5432,113,08,2019
496,2019-08-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3762,0,08,2019
497,2019-08-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,8243,952,08,2019
498,2019-08-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,11338,147,08,2019
499,2019-08-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9661,176,08,2019
500,2019-08-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,9412,215,08,2019
501,2019-08-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,21180,1093,08,2019
502,2019-08-01,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10291,757,08,2019
